Begin to read solar wind speed, IMF, AE and Dst
F16, 2013-115, 49109
F16, 2013-115, 49110
F16, 2013-115, 49112
F16, 2013-115, 49113
F16, 2013-115, 49115
F16, 2013-115, 49116
F16, 2013-115, 49117
F16, 2013-115, 49118
F16, 2013-115, 49119
F16, 2013-116, 49120
F16, 2013-116, 49121
F16, 2013-116, 49122
F16, 2013-116, 49124
F16, 2013-116, 49125
F16, 2013-116, 49126
F16, 2013-116, 49127
F16, 2013-116, 49128
F16, 2013-116, 49129
F16, 2013-116, 49130
F16, 2013-116, 49131
F16, 2013-116, 49132
F16, 2013-116, 49133
F16, 2013-117, 49135
F16, 2013-117, 49136
F16, 2013-117, 49138
F16, 2013-117, 49139
F16, 2013-117, 49140
F16, 2013-117, 49141
F16, 2013-117, 49142
F16, 2013-117, 49143
F16, 2013-117, 49145
F16, 2013-117, 49146
F16, 2013-117, 49147
F16, 2013-118, 49148
F16, 2013-118, 49149
F16, 2013-118, 49150
F16, 2013-118, 49152
F16, 2013-118, 49154
F16, 2013-118, 49155
F16, 2013-118, 49156
F16, 2013-118, 49157
F16, 2013-118, 49159
F16, 2013-118, 49160
F16, 2013-118, 49161
F16, 2013-119, 49162
F16, 2013-119, 49163
F16, 2013-119, 49164
F16, 2013-119, 49166
F16, 2013-119, 49168
F16, 2013-119, 49169
F16, 2013-119, 49170
F16, 2013-119, 49171
F16, 2013-119, 49173
F16, 2013-119, 49174
F16, 2013-119, 49175
F16, 2013-120, 49176
F16, 2013-120, 49177
F16, 2013-120, 49178
F16, 2013-120, 49180
F16, 2013-120, 49181
F16, 2013-120, 49182
F16, 2013-120, 49183
F16, 2013-120, 49184
F16, 2013-120, 49187
F16, 2013-120, 49188
F16, 2013-120, 49189
F16, 2013-121, 49190
F16, 2013-121, 49191
F16, 2013-121, 49192
F16, 2013-121, 49193
F16, 2013-121, 49194
F16, 2013-121, 49196
F16, 2013-121, 49197
F16, 2013-121, 49198
F16, 2013-121, 49199
F16, 2013-121, 49201
F16, 2013-121, 49202
F16, 2013-121, 49203
F16, 2013-122, 49211
F16, 2013-122, 49204
F16, 2013-122, 49205
F16, 2013-122, 49206
F16, 2013-122, 49207
F16, 2013-122, 49208
F16, 2013-122, 49210
F16, 2013-122, 49212
F16, 2013-122, 49213
F16, 2013-122, 49214
F16, 2013-122, 49216
F16, 2013-122, 49217
F16, 2013-123, 49219
F16, 2013-123, 49220
F16, 2013-123, 49221
F16, 2013-123, 49222
F16, 2013-123, 49223
F16, 2013-123, 49224
F16, 2013-123, 49226
F16, 2013-123, 49227
F16, 2013-123, 49230
F16, 2013-123, 49231
F16, 2013-123, 49232
F16, 2013-124, 49233
F16, 2013-124, 49234
F16, 2013-124, 49235
F16, 2013-124, 49237
F16, 2013-124, 49238
F16, 2013-124, 49239
F16, 2013-124, 49240
F16, 2013-124, 49241
F16, 2013-124, 49243
F16, 2013-124, 49244
F16, 2013-124, 49245
F16, 2013-124, 49246
F16, 2013-125, 49247
F16, 2013-125, 49248
F16, 2013-125, 49249
F16, 2013-125, 49251
F16, 2013-125, 49252
F16, 2013-125, 49253
F16, 2013-125, 49254
F16, 2013-125, 49255
F16, 2013-125, 49256
F16, 2013-125, 49257
F16, 2013-125, 49258
F16, 2013-125, 49259
F16, 2013-125, 49260
F16, 2013-126, 49261
F16, 2013-126, 49263
F16, 2013-126, 49265
F16, 2013-126, 49267
F16, 2013-126, 49268
F16, 2013-126, 49269
F16, 2013-126, 49270
F16, 2013-126, 49271
F16, 2013-126, 49272
F16, 2013-126, 49273
F16, 2013-126, 49274
F16, 2013-127, 49275
F16, 2013-127, 49277
F16, 2013-127, 49279
F16, 2013-127, 49281
F16, 2013-127, 49282
F16, 2013-127, 49283
F16, 2013-127, 49284
F16, 2013-127, 49285
F16, 2013-127, 49287
F16, 2013-127, 49288
F16, 2013-128, 49289
F16, 2013-128, 49290
F16, 2013-128, 49291
F16, 2013-128, 49292
F16, 2013-128, 49294
F16, 2013-128, 49295
F16, 2013-128, 49296
F16, 2013-128, 49297
F16, 2013-128, 49300
F16, 2013-128, 49301
F16, 2013-128, 49302
F16, 2013-129, 49303
F16, 2013-129, 49304
F16, 2013-129, 49305
F16, 2013-129, 49306
F16, 2013-129, 49307
F16, 2013-129, 49309
F16, 2013-129, 49310
F16, 2013-129, 49311
F16, 2013-129, 49313
F16, 2013-129, 49315
F16, 2013-129, 49316
F16, 2013-130, 49318
F16, 2013-130, 49319
F16, 2013-130, 49320
F16, 2013-130, 49321
F16, 2013-130, 49323
F16, 2013-130, 49324
F16, 2013-130, 49325
F16, 2013-130, 49326
F16, 2013-130, 49328
F16, 2013-130, 49329
F16, 2013-131, 49332
F16, 2013-131, 49333
F16, 2013-131, 49334
F16, 2013-131, 49335
F16, 2013-131, 49337
F16, 2013-131, 49338
F16, 2013-131, 49339
F16, 2013-131, 49340
F16, 2013-131, 49342
F16, 2013-131, 49344
F16, 2013-131, 49345
F16, 2013-132, 49346
F16, 2013-132, 49347
F16, 2013-132, 49348
F16, 2013-132, 49352
F16, 2013-132, 49353
F16, 2013-132, 49354
F16, 2013-132, 49355
F16, 2013-132, 49356
F16, 2013-132, 49357
F16, 2013-132, 49358
F16, 2013-133, 49361
F16, 2013-133, 49362
F16, 2013-133, 49363
F16, 2013-133, 49365
F16, 2013-133, 49366
F16, 2013-133, 49368
F16, 2013-133, 49370
F16, 2013-133, 49371
F16, 2013-133, 49372
F16, 2013-133, 49373
F16, 2013-134, 49376
F16, 2013-134, 49378
F16, 2013-134, 49380
F16, 2013-134, 49381
F16, 2013-134, 49382
F16, 2013-134, 49384
F16, 2013-134, 49385
F16, 2013-134, 49386
F16, 2013-134, 49387
F16, 2013-135, 49388
F16, 2013-135, 49389
F16, 2013-135, 49390
F16, 2013-135, 49392
F16, 2013-135, 49394
F16, 2013-135, 49395
F16, 2013-135, 49396
F16, 2013-135, 49397
F16, 2013-135, 49398
F16, 2013-135, 49399
F16, 2013-135, 49400
F16, 2013-135, 49401
F16, 2013-136, 49402
F16, 2013-136, 49406
F16, 2013-136, 49408
F16, 2013-136, 49409
F16, 2013-136, 49410
F16, 2013-136, 49413
F16, 2013-136, 49414
F16, 2013-136, 49415
F16, 2013-137, 49416
F16, 2013-137, 49418
F16, 2013-137, 49419
F16, 2013-137, 49420
F16, 2013-137, 49422
F16, 2013-137, 49423
F16, 2013-137, 49424
F16, 2013-137, 49427
F16, 2013-137, 49428
F16, 2013-137, 49429
F16, 2013-138, 49430
F16, 2013-138, 49431
F16, 2013-138, 49432
F16, 2013-138, 49433
F16, 2013-138, 49434
F16, 2013-138, 49436
F16, 2013-138, 49437
F16, 2013-138, 49438
F16, 2013-138, 49439
F16, 2013-138, 49442
F16, 2013-138, 49443
F16, 2013-138, 49444
F16, 2013-139, 49445
F16, 2013-139, 49446
F16, 2013-139, 49447
F16, 2013-139, 49448
F16, 2013-139, 49450
F16, 2013-139, 49451
F16, 2013-139, 49452
F16, 2013-139, 49453
F16, 2013-139, 49454
F16, 2013-139, 49455
F16, 2013-139, 49456
F16, 2013-139, 49457
F16, 2013-139, 49458
F16, 2013-140, 49465
F16, 2013-140, 49463
F16, 2013-140, 49464
F16, 2013-140, 49466
F16, 2013-140, 49467
F16, 2013-140, 49469
F16, 2013-140, 49470
F16, 2013-140, 49471
F16, 2013-140, 49472
F16, 2013-141, 49473
F16, 2013-141, 49474
F16, 2013-141, 49475
F16, 2013-141, 49477
F16, 2013-141, 49479
F16, 2013-141, 49482
F16, 2013-141, 49483
F16, 2013-141, 49484
F16, 2013-141, 49485
F16, 2013-141, 49486
F16, 2013-142, 49487
F16, 2013-142, 49489
F16, 2013-142, 49493
F16, 2013-142, 49494
F16, 2013-142, 49495
F16, 2013-142, 49497
F16, 2013-142, 49498
F16, 2013-142, 49499
F16, 2013-142, 49500
F16, 2013-143, 49501
F16, 2013-143, 49502
F16, 2013-143, 49503
F16, 2013-143, 49505
F16, 2013-143, 49506
F16, 2013-143, 49507
F16, 2013-143, 49508
F16, 2013-143, 49509
F16, 2013-143, 49511
F16, 2013-143, 49512
F16, 2013-143, 49513
F16, 2013-143, 49514
F16, 2013-144, 49515
F16, 2013-144, 49517
F16, 2013-144, 49519
F16, 2013-144, 49520
F16, 2013-144, 49522
F16, 2013-144, 49523
F16, 2013-144, 49525
F16, 2013-144, 49526
F16, 2013-144, 49527
F16, 2013-144, 49528
F16, 2013-145, 49529
F16, 2013-145, 49531
F16, 2013-145, 49532
F16, 2013-145, 49533
F16, 2013-145, 49535
F16, 2013-145, 49536
F16, 2013-145, 49537
F16, 2013-145, 49538
F16, 2013-145, 49540
F16, 2013-145, 49541
F16, 2013-145, 49542
F16, 2013-146, 49543
F16, 2013-146, 49544
F16, 2013-146, 49545
F16, 2013-146, 49549
F16, 2013-146, 49550
F16, 2013-146, 49551
F16, 2013-146, 49552
F16, 2013-146, 49554
F16, 2013-146, 49555
F16, 2013-146, 49556
F16, 2013-146, 49557
F16, 2013-147, 49558
F16, 2013-147, 49559
F16, 2013-147, 49560
F16, 2013-147, 49561
F16, 2013-147, 49563
F16, 2013-147, 49564
F16, 2013-147, 49565
F16, 2013-147, 49566
F16, 2013-147, 49567
F16, 2013-147, 49569
F16, 2013-148, 49573
F16, 2013-148, 49575
F16, 2013-148, 49576
F16, 2013-148, 49577
F16, 2013-148, 49581
F16, 2013-148, 49582
F16, 2013-148, 49584
F16, 2013-148, 49585
F16, 2013-149, 49586
F16, 2013-149, 49587
F16, 2013-149, 49588
F16, 2013-149, 49590
F16, 2013-149, 49591
F16, 2013-149, 49592
F16, 2013-149, 49593
F16, 2013-149, 49596
F16, 2013-149, 49597
F16, 2013-149, 49598
F16, 2013-149, 49599
F16, 2013-150, 49600
F16, 2013-150, 49601
F16, 2013-150, 49602
F16, 2013-150, 49604
F16, 2013-150, 49606
F16, 2013-150, 49607
F16, 2013-150, 49608
F16, 2013-150, 49611
F16, 2013-150, 49612
F16, 2013-150, 49613
F16, 2013-151, 49615
F16, 2013-151, 49616
F16, 2013-151, 49618
F16, 2013-151, 49620
F16, 2013-151, 49621
F16, 2013-151, 49622
F16, 2013-151, 49623
F16, 2013-151, 49625
F16, 2013-152, 49628
F16, 2013-152, 49630
F16, 2013-152, 49632
F16, 2013-152, 49633
F16, 2013-152, 49634
F16, 2013-152, 49635
F16, 2013-152, 49636
F16, 2013-152, 49639
F16, 2013-152, 49640
F16, 2013-152, 49641
F16, 2013-153, 49649
F16, 2013-153, 49642
F16, 2013-153, 49643
F16, 2013-153, 49646
F16, 2013-153, 49648
F16, 2013-153, 49650
F16, 2013-153, 49651
F16, 2013-153, 49652
F16, 2013-153, 49653
F16, 2013-153, 49654
F16, 2013-153, 49655
F16, 2013-154, 49657
F16, 2013-154, 49658
F16, 2013-154, 49660
F16, 2013-154, 49661
F16, 2013-154, 49662
F16, 2013-154, 49663
F16, 2013-154, 49664
F16, 2013-154, 49665
F16, 2013-154, 49667
F16, 2013-154, 49668
F16, 2013-154, 49669
F16, 2013-154, 49670
F16, 2013-155, 49671
F16, 2013-155, 49672
F16, 2013-155, 49674
F16, 2013-155, 49675
F16, 2013-155, 49677
F16, 2013-155, 49678
F16, 2013-155, 49679
F16, 2013-155, 49681
F16, 2013-155, 49682
F16, 2013-156, 49688
F16, 2013-156, 49689
F16, 2013-156, 49690
F16, 2013-156, 49692
F16, 2013-156, 49693
F16, 2013-156, 49694
F16, 2013-156, 49695
F16, 2013-156, 49696
F16, 2013-156, 49697
F16, 2013-156, 49698
F16, 2013-157, 49699
F16, 2013-157, 49700
F16, 2013-157, 49701
F16, 2013-157, 49703
F16, 2013-157, 49705
F16, 2013-157, 49706
F16, 2013-157, 49707
F16, 2013-157, 49708
F16, 2013-157, 49709
F16, 2013-157, 49710
F16, 2013-157, 49711
F16, 2013-157, 49712
F16, 2013-158, 49713
F16, 2013-158, 49714
F16, 2013-158, 49715
F16, 2013-158, 49717
F16, 2013-158, 49719
F16, 2013-158, 49720
F16, 2013-158, 49721
F16, 2013-158, 49722
F16, 2013-158, 49723
F16, 2013-158, 49724
F16, 2013-158, 49725
F16, 2013-158, 49726
F16, 2013-159, 49727
F16, 2013-159, 49728
F16, 2013-159, 49729
F16, 2013-159, 49731
F16, 2013-159, 49732
F16, 2013-159, 49733
F16, 2013-159, 49734
F16, 2013-159, 49735
F16, 2013-159, 49736
F16, 2013-159, 49737
F16, 2013-159, 49738
F16, 2013-159, 49739
F16, 2013-159, 49740
F16, 2013-160, 49743
F16, 2013-160, 49745
F16, 2013-160, 49747
F16, 2013-160, 49748
F16, 2013-160, 49749
F16, 2013-160, 49750
F16, 2013-160, 49751
F16, 2013-160, 49753
F16, 2013-160, 49754
F16, 2013-161, 49755
F16, 2013-161, 49756
F16, 2013-161, 49757
F16, 2013-161, 49759
F16, 2013-161, 49761
F16, 2013-161, 49762
F16, 2013-161, 49763
F16, 2013-161, 49764
F16, 2013-161, 49765
F16, 2013-161, 49766
F16, 2013-161, 49767
F16, 2013-161, 49768
F16, 2013-162, 49769
F16, 2013-162, 49773
F16, 2013-162, 49776
F16, 2013-162, 49777
F16, 2013-162, 49778
F16, 2013-162, 49779
F16, 2013-162, 49780
F16, 2013-162, 49781
F16, 2013-162, 49782
F16, 2013-162, 49783
F16, 2013-163, 49784
F16, 2013-163, 49785
F16, 2013-163, 49787
F16, 2013-163, 49788
F16, 2013-163, 49789
F16, 2013-163, 49790
F16, 2013-163, 49791
F16, 2013-163, 49793
F16, 2013-163, 49794
F16, 2013-163, 49795
F16, 2013-163, 49796
F16, 2013-163, 49797
F16, 2013-164, 49798
F16, 2013-164, 49799
F16, 2013-164, 49801
F16, 2013-164, 49802
F16, 2013-164, 49803
F16, 2013-164, 49804
F16, 2013-164, 49805
F16, 2013-164, 49806
F16, 2013-164, 49807
F16, 2013-164, 49808
F16, 2013-164, 49810
F16, 2013-164, 49811
F16, 2013-165, 49812
F16, 2013-165, 49813
F16, 2013-165, 49814
F16, 2013-165, 49816
F16, 2013-165, 49818
F16, 2013-165, 49819
F16, 2013-165, 49820
F16, 2013-165, 49821
F16, 2013-165, 49822
F16, 2013-165, 49823
F16, 2013-165, 49824
F16, 2013-165, 49825
F16, 2013-166, 49827
F16, 2013-166, 49828
F16, 2013-166, 49830
F16, 2013-166, 49832
F16, 2013-166, 49833
F16, 2013-166, 49834
F16, 2013-166, 49835
F16, 2013-166, 49836
F16, 2013-166, 49837
F16, 2013-166, 49838
F16, 2013-166, 49839
F16, 2013-167, 49840
F16, 2013-167, 49841
F16, 2013-167, 49842
F16, 2013-167, 49844
F16, 2013-167, 49846
F16, 2013-167, 49847
F16, 2013-167, 49849
F16, 2013-167, 49850
F16, 2013-167, 49851
F16, 2013-167, 49852
F16, 2013-167, 49853
F16, 2013-168, 49854
F16, 2013-168, 49855
F16, 2013-168, 49860
F16, 2013-168, 49861
F16, 2013-168, 49862
F16, 2013-168, 49863
F16, 2013-168, 49864
F16, 2013-168, 49865
F16, 2013-168, 49866
F16, 2013-168, 49867
F16, 2013-169, 49868
F16, 2013-169, 49869
F16, 2013-169, 49870
F16, 2013-169, 49872
F16, 2013-169, 49873
F16, 2013-169, 49874
F16, 2013-169, 49875
F16, 2013-169, 49876
F16, 2013-169, 49877
F16, 2013-169, 49878
F16, 2013-169, 49879
F16, 2013-169, 49880
F16, 2013-170, 49883
F16, 2013-170, 49884
F16, 2013-170, 49886
F16, 2013-170, 49887
F16, 2013-170, 49888
F16, 2013-170, 49889
F16, 2013-170, 49890
F16, 2013-170, 49891
F16, 2013-170, 49892
F16, 2013-170, 49893
F16, 2013-171, 49897
F16, 2013-171, 49898
F16, 2013-171, 49900
F16, 2013-171, 49903
F16, 2013-171, 49904
F16, 2013-171, 49905
F16, 2013-171, 49906
F16, 2013-171, 49907
F16, 2013-171, 49908
F16, 2013-171, 49909
F16, 2013-171, 49910
F16, 2013-172, 49911
F16, 2013-172, 49912
F16, 2013-172, 49914
F16, 2013-172, 49915
F16, 2013-172, 49917
F16, 2013-172, 49918
F16, 2013-172, 49919
F16, 2013-172, 49920
F16, 2013-172, 49921
F16, 2013-172, 49922
F16, 2013-172, 49923
F16, 2013-172, 49924
F16, 2013-173, 49925
F16, 2013-173, 49926
F16, 2013-173, 49927
F16, 2013-173, 49929
F16, 2013-173, 49931
F16, 2013-173, 49932
F16, 2013-173, 49933
F16, 2013-173, 49934
F16, 2013-173, 49935
F16, 2013-173, 49936
F16, 2013-173, 49937
F16, 2013-174, 49939
F16, 2013-174, 49940
F16, 2013-174, 49943
F16, 2013-174, 49944
F16, 2013-174, 49945
F16, 2013-174, 49946
F16, 2013-174, 49947
F16, 2013-174, 49948
F16, 2013-174, 49950
F16, 2013-174, 49951
F16, 2013-174, 49952
F16, 2013-175, 49954
F16, 2013-175, 49955
F16, 2013-175, 49965
F16, 2013-175, 49966
F16, 2013-176, 49969
F16, 2013-176, 49971
F16, 2013-176, 49972
F16, 2013-176, 49973
F16, 2013-176, 49974
F16, 2013-176, 49975
F16, 2013-176, 49976
F16, 2013-176, 49977
F16, 2013-176, 49978
F16, 2013-176, 49979
F16, 2013-176, 49980
F16, 2013-177, 49988
F16, 2013-177, 49981
F16, 2013-177, 49982
F16, 2013-177, 49983
F16, 2013-177, 49985
F16, 2013-177, 49986
F16, 2013-177, 49987
F16, 2013-177, 49989
F16, 2013-177, 49990
F16, 2013-177, 49991
F16, 2013-177, 49992
F16, 2013-177, 49993
F16, 2013-177, 49994
F16, 2013-178, 49996
F16, 2013-178, 49997
F16, 2013-178, 49999
F16, 2013-178, 50000
F16, 2013-178, 50001
F16, 2013-178, 50002
F16, 2013-178, 50003
F16, 2013-178, 50004
F16, 2013-178, 50005
F16, 2013-178, 50006
F16, 2013-178, 50007
F16, 2013-178, 50008
F16, 2013-178, 50009
F16, 2013-179, 50010
F16, 2013-179, 50011
F16, 2013-179, 50013
F16, 2013-179, 50014
F16, 2013-179, 50016
F16, 2013-179, 50017
F16, 2013-179, 50018
F16, 2013-179, 50020
F16, 2013-179, 50021
F16, 2013-179, 50022
F16, 2013-179, 50023
F16, 2013-180, 50024
F16, 2013-180, 50025
F16, 2013-180, 50027
F16, 2013-180, 50028
F16, 2013-180, 50029
F16, 2013-180, 50030
F16, 2013-180, 50031
F16, 2013-180, 50032
F16, 2013-180, 50033
F16, 2013-180, 50034
F16, 2013-180, 50035
F16, 2013-180, 50036
F16, 2013-180, 50037
F16, 2013-181, 50038
F16, 2013-181, 50039
F16, 2013-181, 50040
F16, 2013-181, 50042
F16, 2013-181, 50043
F16, 2013-181, 50044
F16, 2013-181, 50046
F16, 2013-181, 50048
F16, 2013-181, 50049
F16, 2013-181, 50050
F16, 2013-181, 50051
F16, 2013-182, 50052
F16, 2013-182, 50053
F16, 2013-182, 50058
F16, 2013-182, 50059
F16, 2013-182, 50060
F16, 2013-182, 50061
F16, 2013-182, 50062
F16, 2013-182, 50063
F16, 2013-182, 50064
F16, 2013-182, 50065
F16, 2013-183, 50066
F16, 2013-183, 50067
F16, 2013-183, 50068
F16, 2013-183, 50070
F16, 2013-183, 50072
F16, 2013-183, 50073
F16, 2013-183, 50074
F16, 2013-183, 50075
F16, 2013-183, 50076
F16, 2013-183, 50077
F16, 2013-183, 50079
F16, 2013-184, 50080
F16, 2013-184, 50084
F16, 2013-184, 50086
F16, 2013-184, 50087
F16, 2013-184, 50088
F16, 2013-184, 50089
F16, 2013-184, 50090
F16, 2013-184, 50091
F16, 2013-184, 50092
F16, 2013-184, 50093
F16, 2013-185, 50101
F16, 2013-185, 50094
F16, 2013-185, 50095
F16, 2013-185, 50096
F16, 2013-185, 50098
F16, 2013-185, 50100
F16, 2013-185, 50102
F16, 2013-185, 50103
F16, 2013-185, 50104
F16, 2013-185, 50105
F16, 2013-185, 50106
F16, 2013-185, 50107
F16, 2013-186, 50109
F16, 2013-186, 50110
F16, 2013-186, 50112
F16, 2013-186, 50113
F16, 2013-186, 50116
F16, 2013-186, 50117
F16, 2013-186, 50118
F16, 2013-186, 50119
F16, 2013-186, 50120
F16, 2013-186, 50121
F16, 2013-186, 50122
F16, 2013-187, 50123
F16, 2013-187, 50124
F16, 2013-187, 50126
F16, 2013-187, 50127
F16, 2013-187, 50128
F16, 2013-187, 50129
F16, 2013-187, 50130
F16, 2013-187, 50131
F16, 2013-187, 50132
F16, 2013-187, 50133
F16, 2013-187, 50134
F16, 2013-187, 50135
F16, 2013-187, 50136
F16, 2013-188, 50137
F16, 2013-188, 50138
F16, 2013-188, 50140
F16, 2013-188, 50141
F16, 2013-188, 50142
F16, 2013-188, 50143
F16, 2013-188, 50144
F16, 2013-188, 50145
F16, 2013-188, 50147
F16, 2013-188, 50148
F16, 2013-188, 50150
F16, 2013-189, 50151
F16, 2013-189, 50152
F16, 2013-189, 50153
F16, 2013-189, 50155
F16, 2013-189, 50157
F16, 2013-189, 50158
F16, 2013-189, 50159
F16, 2013-189, 50160
F16, 2013-189, 50161
F16, 2013-189, 50162
F16, 2013-189, 50163
F16, 2013-189, 50164
F16, 2013-190, 50165
F16, 2013-190, 50166
F16, 2013-190, 50167
F16, 2013-190, 50169
F16, 2013-190, 50170
F16, 2013-190, 50171
F16, 2013-190, 50172
F16, 2013-190, 50173
F16, 2013-190, 50174
F16, 2013-190, 50175
F16, 2013-190, 50176
F16, 2013-190, 50177
F16, 2013-190, 50178
F16, 2013-191, 50179
F16, 2013-191, 50180
F16, 2013-191, 50181
F16, 2013-191, 50183
F16, 2013-191, 50184
F16, 2013-191, 50185
F16, 2013-191, 50186
F16, 2013-191, 50187
F16, 2013-191, 50188
F16, 2013-191, 50189
F16, 2013-191, 50190
F16, 2013-191, 50191
F16, 2013-191, 50192
F16, 2013-192, 50193
F16, 2013-192, 50195
F16, 2013-192, 50197
F16, 2013-192, 50198
F16, 2013-192, 50199
F16, 2013-192, 50200
F16, 2013-192, 50201
F16, 2013-192, 50202
F16, 2013-192, 50203
F16, 2013-192, 50204
F16, 2013-192, 50205
F16, 2013-192, 50206
F16, 2013-193, 50208
F16, 2013-193, 50209
F16, 2013-193, 50211
F16, 2013-193, 50213
F16, 2013-193, 50214
F16, 2013-193, 50215
F16, 2013-193, 50216
F16, 2013-193, 50217
F16, 2013-193, 50218
F16, 2013-193, 50219
F16, 2013-193, 50220
F16, 2013-193, 50221
F16, 2013-194, 50222
F16, 2013-194, 50223
F16, 2013-194, 50225
F16, 2013-194, 50226
F16, 2013-194, 50227
F16, 2013-194, 50228
F16, 2013-194, 50229
F16, 2013-194, 50230
F16, 2013-194, 50231
F16, 2013-194, 50232
F16, 2013-194, 50233
F16, 2013-194, 50234
F16, 2013-194, 50235
F16, 2013-195, 50236
F16, 2013-195, 50237
F16, 2013-195, 50239
F16, 2013-195, 50240
F16, 2013-195, 50241
F16, 2013-195, 50242
F16, 2013-195, 50243
F16, 2013-195, 50244
F16, 2013-195, 50246
F16, 2013-195, 50247
F16, 2013-196, 50250
F16, 2013-196, 50251
F16, 2013-196, 50252
F16, 2013-196, 50254
F16, 2013-196, 50255
F16, 2013-196, 50256
F16, 2013-196, 50257
F16, 2013-196, 50258
F16, 2013-196, 50259
F16, 2013-196, 50260
F16, 2013-197, 50264
F16, 2013-197, 50265
F16, 2013-197, 50268
F16, 2013-197, 50270
F16, 2013-197, 50271
F16, 2013-197, 50272
F16, 2013-197, 50273
F16, 2013-197, 50274
F16, 2013-197, 50275
F16, 2013-197, 50276
F16, 2013-197, 50277
F16, 2013-198, 50278
F16, 2013-198, 50279
F16, 2013-198, 50280
F16, 2013-198, 50282
F16, 2013-198, 50284
F16, 2013-198, 50285
F16, 2013-198, 50286
F16, 2013-198, 50287
F16, 2013-198, 50288
F16, 2013-198, 50289
F16, 2013-198, 50290
F16, 2013-198, 50291
F16, 2013-199, 50292
F16, 2013-199, 50294
F16, 2013-199, 50296
F16, 2013-199, 50298
F16, 2013-199, 50299
F16, 2013-199, 50300
F16, 2013-199, 50301
F16, 2013-199, 50302
F16, 2013-199, 50303
F16, 2013-199, 50304
F16, 2013-199, 50305
F16, 2013-200, 50313
F16, 2013-200, 50306
F16, 2013-200, 50307
F16, 2013-200, 50308
F16, 2013-200, 50310
F16, 2013-200, 50312
F16, 2013-200, 50314
F16, 2013-200, 50315
F16, 2013-200, 50316
F16, 2013-200, 50317
F16, 2013-200, 50318
F16, 2013-200, 50319
F16, 2013-201, 50321
F16, 2013-201, 50322
F16, 2013-201, 50324
F16, 2013-201, 50326
F16, 2013-201, 50327
F16, 2013-201, 50328
F16, 2013-201, 50329
F16, 2013-201, 50330
F16, 2013-201, 50331
F16, 2013-201, 50332
F16, 2013-201, 50333
F16, 2013-201, 50334
F16, 2013-202, 50335
F16, 2013-202, 50336
F16, 2013-202, 50338
F16, 2013-202, 50339
F16, 2013-202, 50340
F16, 2013-202, 50341
F16, 2013-202, 50342
F16, 2013-202, 50343
F16, 2013-202, 50345
F16, 2013-202, 50346
F16, 2013-202, 50347
F16, 2013-203, 50350
F16, 2013-203, 50352
F16, 2013-203, 50353
F16, 2013-203, 50357
F16, 2013-203, 50360
F16, 2013-203, 50361
F16, 2013-203, 50362
F16, 2013-204, 50363
F16, 2013-204, 50366
F16, 2013-204, 50368
F16, 2013-204, 50369
F16, 2013-204, 50370
F16, 2013-204, 50371
F16, 2013-204, 50373
F16, 2013-204, 50374
F16, 2013-204, 50375
F16, 2013-204, 50376
F16, 2013-205, 50377
F16, 2013-205, 50378
F16, 2013-205, 50379
F16, 2013-205, 50382
F16, 2013-205, 50383
F16, 2013-205, 50384
F16, 2013-205, 50385
F16, 2013-205, 50386
F16, 2013-205, 50387
F16, 2013-205, 50388
F16, 2013-205, 50389
F16, 2013-205, 50390
F16, 2013-206, 50391
F16, 2013-206, 50392
F16, 2013-206, 50394
F16, 2013-206, 50395
F16, 2013-206, 50397
F16, 2013-206, 50398
F16, 2013-206, 50399
F16, 2013-206, 50402
F16, 2013-206, 50403
F16, 2013-206, 50404
F16, 2013-207, 50410
F16, 2013-207, 50411
F16, 2013-207, 50412
F16, 2013-207, 50415
F16, 2013-207, 50416
F16, 2013-207, 50417
F16, 2013-207, 50418
F16, 2013-208, 50426
F16, 2013-208, 50419
F16, 2013-208, 50420
F16, 2013-208, 50423
F16, 2013-208, 50424
F16, 2013-208, 50425
F16, 2013-208, 50427
F16, 2013-208, 50428
F16, 2013-208, 50429
F16, 2013-208, 50430
F16, 2013-208, 50431
F16, 2013-208, 50432
F16, 2013-209, 50434
F16, 2013-209, 50435
F16, 2013-209, 50437
F16, 2013-209, 50438
F16, 2013-209, 50439
F16, 2013-209, 50440
F16, 2013-209, 50441
F16, 2013-209, 50442
F16, 2013-209, 50443
F16, 2013-209, 50444
F16, 2013-209, 50445
F16, 2013-209, 50446
F16, 2013-209, 50447
F16, 2013-210, 50448
F16, 2013-210, 50449
F16, 2013-210, 50451
F16, 2013-210, 50452
F16, 2013-210, 50453
F16, 2013-210, 50454
F16, 2013-210, 50455
F16, 2013-210, 50456
F16, 2013-210, 50458
F16, 2013-210, 50459
F16, 2013-210, 50460
F16, 2013-210, 50461
F16, 2013-211, 50465
F16, 2013-211, 50466
F16, 2013-211, 50467
F16, 2013-211, 50468
F16, 2013-211, 50469
F16, 2013-211, 50470
F16, 2013-211, 50471
F16, 2013-211, 50472
F16, 2013-211, 50473
F16, 2013-211, 50475
F16, 2013-212, 50476
F16, 2013-212, 50477
F16, 2013-212, 50479
F16, 2013-212, 50480
F16, 2013-212, 50481
F16, 2013-212, 50482
F16, 2013-212, 50483
F16, 2013-212, 50484
F16, 2013-212, 50485
F16, 2013-212, 50486
F16, 2013-212, 50487
F16, 2013-212, 50488
F16, 2013-212, 50489
F16, 2013-213, 50490
F16, 2013-213, 50491
F16, 2013-213, 50493
